10th_percent,12th_percent,jee_rank,gender,experience,experience_field,engineering_field,college_tier,num_projects,expertise_level,num_internships,soft_skill_rating,aptitude_rating,dsa_level,num_hackathons,competitive_coding_solved,num_repos,github_activities,linkedin_posts,num_certifications,cgpa,domain,referral,salary
82.0,89.0,28603,Male,0,0.0,Computer Science,Top IIT,2,1,2,2,3,3,3,45,5,7,1,0,7.33,Machine Learning,No,3864854
87.1,87.3,1242,Male,2,0.7,Civil,Top IIT,2,3,0,4,5,5,3,123,6,7,2,4,4.99,Machine Learning,No,1805266
71.0,64.2,1148,Male,0,0.0,Electrical,Top IIT,1,1,0,3,4,3,3,82,3,4,3,1,6.95,Android Development,No,2486936
66.4,69.0,814,Female,1,0.4,Computer Science,Top IIT,1,3,1,4,4,4,1,90,8,12,3,0,3.42,Full Stack,No,4074446
84.2,89.5,4763,Female,2,1.3,Computer Science,Top IIT,1,2,3,2,3,3,0,109,3,13,3,0,4.43,Full Stack,No,4822969
92.4,77.0,3025,Female,0,0.0,Computer Science,Mid IIT,1,2,1,3,3,2,0,58,4,9,3,4,2.51,Full Stack,No,1560861
81.5,78.6,13460,Male,1,0.4,Mechanical,Mid IIT,2,1,4,3,4,3,2,76,5,8,2,3,4.63,Machine Learning,No,1924482
86.3,85.4,4570,Female,2,0.8,Computer Science,Top IIT,2,2,0,4,3,3,1,125,2,7,4,1,5.42,Full Stack,No,4648336
82.0,71.1,12122,Male,2,1.3,Computer Science,Top IIT,1,1,1,3,2,2,1,111,4,10,1,1,4.89,Full Stack,No,4679440
92.6,96.7,4567,Male,2,0.9,Civil,Top IIT,2,4,0,3,3,4,4,174,4,10,4,1,5.52,Machine Learning,Yes,2180347
72.3,67.8,9875,Female,0,0.0,Computer Science,Mid IIT,0,1,4,4,2,2,0,105,7,9,6,0,4.17,Android Development,No,2530739
88.9,82.8,3852,Female,1,0.4,Mechanical,Top IIT,2,1,2,3,3,1,0,165,6,12,3,3,8.98,Other,Yes,2614111
67.0,78.4,6544,Male,0,0.0,Computer Science,Top IIT,1,1,2,2,3,5,1,45,7,8,7,1,6.4,Other,Yes,3867004
79.1,73.4,25635,Female,1,0.7,Computer Science,Top IIT,4,1,5,4,2,3,1,44,5,13,1,2,6.38,Android Development,No,5059566
91.1,87.1,3787,Male,0,0.0,Computer Science,Top IIT,2,1,2,3,4,1,3,41,5,8,6,3,5.52,Android Development,Yes,3919881
92.3,80.5,87959,Female,0,0.0,Electrical,NIT,0,2,0,3,3,3,0,8,3,7,1,3,9.18,Machine Learning,Yes,390889
82.1,72.1,14775,Male,1,0.8,Computer Science,Mid IIT,1,4,2,4,2,2,1,105,4,12,5,1,6.05,Other,Yes,2268443
74.9,76.0,5708,Female,2,1.0,Mechanical,Top IIT,1,2,4,4,4,5,1,82,3,9,2,2,7.38,Other,Yes,3091357
78.7,70.7,1345,Male,1,0.2,Computer Science,Top IIT,1,1,0,3,3,2,4,75,5,9,2,2,4.48,Machine Learning,No,4731532
67.4,60.0,7462,Female,5,0.8,Mechanical,Top IIT,2,1,1,3,3,1,4,108,8,10,7,2,4.12,Other,Yes,2805047
73.6,68.1,11651,Male,1,0.4,Computer Science,Top IIT,2,1,1,5,4,5,2,54,2,14,3,1,8.08,Full Stack,No,4286767
75.5,73.1,10088,Female,0,0.0,Electronics,Top IIT,2,1,3,4,3,2,2,86,5,12,3,3,3.8,Machine Learning,Yes,3104058
64.8,60.0,32335,Male,1,0.9,Electrical,Mid IIT,3,1,2,3,4,2,1,34,10,9,2,4,8.4,Other,Yes,1474848
89.5,78.6,1569,Male,4,4.0,Computer Science,Top IIT,6,5,1,4,2,1,2,174,5,12,8,2,5.35,Machine Learning,Yes,5198251
75.7,68.6,2582,Male,1,0.6,Electronics,Top IIT,1,2,5,2,3,5,3,127,9,18,3,2,3.59,Full Stack,No,4629080
81.3,88.5,86524,Male,0,0.0,Civil,NIT,0,1,0,3,4,2,0,96,5,13,3,2,6.5,Full Stack,Yes,701558
86.8,78.6,8327,Male,1,0.4,Computer Science,Top IIT,1,1,1,3,3,3,2,81,7,13,4,2,2.54,Machine Learning,No,3927011
86.2,80.4,4488,Female,0,0.0,Computer Science,Top IIT,2,2,2,4,3,3,1,108,4,10,1,2,3.83,Machine Learning,No,4110796
63.5,60.0,6047,Male,2,1.0,Electrical,Mid IIT,4,1,2,3,4,4,4,123,7,6,0,0,8.13,Machine Learning,No,1796065
85.6,77.0,769,Female,0,0.0,Computer Science,Top IIT,2,1,2,2,4,4,2,65,5,17,8,2,5.9,Other,Yes,4341851
81.8,74.9,1839,Male,1,0.4,Computer Science,Top IIT,0,2,2,4,4,3,2,99,6,16,2,0,3.24,Full Stack,Yes,4475855
89.5,79.2,9030,Female,0,0.0,Electrical,Top IIT,1,1,0,3,3,2,2,104,3,9,0,2,1.9,Full Stack,No,2122111
93.1,88.8,2726,Male,1,0.3,Computer Science,Top IIT,0,1,2,4,3,2,1,59,5,9,2,2,4.29,Full Stack,No,3522561
75.1,83.0,13419,Female,2,2.0,Electrical,Top IIT,3,2,0,3,3,3,5,70,6,14,4,1,9.37,Machine Learning,Yes,2720025
70.7,76.0,6740,Female,1,0.2,Computer Science,Top IIT,0,1,3,4,3,3,1,87,5,9,5,2,7.7,Machine Learning,Yes,5146576
66.6,69.0,2994,Female,0,0.0,Mechanical,Top IIT,2,1,5,3,3,3,3,1,3,16,6,2,5.47,Full Stack,No,3037754
94.6,95.7,2799,Male,0,0.0,Mechanical,Top IIT,2,1,3,3,4,3,1,10,4,9,3,0,3.32,Machine Learning,Yes,2651126
91.9,100.0,41424,Male,2,1.5,Mechanical,Mid IIT,4,3,0,4,4,4,2,112,5,16,0,0,6.51,Machine Learning,No,1128374
90.7,92.4,5086,Male,3,2.7,Computer Science,Top IIT,5,5,3,3,2,3,4,81,6,6,3,4,3.19,Machine Learning,Yes,5608573
75.4,88.0,8208,Female,1,0.6,Mechanical,Top IIT,4,1,0,4,4,3,2,94,3,15,2,1,7.82,Machine Learning,Yes,1967502
94.3,80.9,817,Female,0,0.0,Computer Science,Top IIT,2,1,3,4,3,4,0,36,6,8,2,1,7.41,Other,No,3827871
94.3,96.7,3381,Female,3,2.7,Computer Science,Top IIT,0,3,1,4,5,3,3,81,5,10,3,2,8.78,Full Stack,Yes,5048237
71.0,62.8,1872,Male,0,0.0,Mechanical,Top IIT,0,1,3,3,5,2,2,60,3,16,3,1,4.99,Full Stack,Yes,2672691
70.6,70.4,6219,Female,0,0.0,Mechanical,Mid IIT,1,3,3,4,3,2,2,43,11,10,2,1,3.39,Android Development,No,1187453
96.0,100.0,1046,Female,1,0.2,Computer Science,Top IIT,1,2,2,2,4,4,1,118,7,11,4,3,4.34,Full Stack,No,4474567
80.3,78.9,1258,Male,2,0.7,Electrical,Top IIT,2,1,2,4,3,2,2,87,5,8,4,2,9.02,Machine Learning,No,3606444
84.0,62.7,2207,Male,1,0.5,Mechanical,Mid IIT,4,2,3,3,3,5,2,111,5,11,2,2,3.42,Other,Yes,1475182
96.5,92.0,10435,Male,0,0.0,Computer Science,Mid IIT,1,1,3,4,4,4,4,61,4,6,2,2,6.24,Other,Yes,1949887
71.5,63.1,663,Male,1,0.9,Mechanical,Top IIT,3,2,0,3,4,5,3,92,6,10,3,2,3.12,Machine Learning,No,2393814
76.0,64.2,1565,Male,0,0.0,Computer Science,Mid IIT,3,1,0,5,3,3,2,73,5,11,4,1,6.11,Full Stack,Yes,1710858
96.0,98.8,5468,Male,1,0.4,Civil,Top IIT,2,1,3,4,4,2,4,94,4,13,5,2,1.44,Other,No,2823355
70.4,68.3,3557,Female,1,0.7,Computer Science,Top IIT,2,1,1,3,4,3,2,80,1,8,10,0,3.86,Android Development,Yes,4855787
92.6,89.3,12772,Male,1,0.3,Mechanical,Top IIT,0,2,2,3,3,2,1,98,6,9,4,2,2.91,Machine Learning,Yes,2551481
80.2,76.5,36056,Female,2,0.6,Civil,Top IIT,2,1,3,2,4,3,0,38,5,15,3,0,8.8,Machine Learning,No,2585505
70.3,80.8,51672,Female,1,0.9,Computer Science,Mid IIT,1,1,3,4,3,2,4,65,5,7,4,0,4.86,Other,Yes,2144595
90.3,88.9,7530,Female,2,0.5,Mechanical,Top IIT,1,1,0,4,3,4,2,89,7,10,2,1,4.08,Machine Learning,Yes,2537293
80.6,84.4,1631,Male,1,0.1,Computer Science,Top IIT,1,3,7,3,3,2,3,52,7,9,2,0,9.05,Other,Yes,5226616
74.7,69.0,3067,Female,1,0.3,Mechanical,Top IIT,1,1,0,5,4,3,0,85,2,13,4,1,5.2,Full Stack,No,2203346
82.8,77.1,146,Male,2,1.7,Mechanical,Top IIT,2,3,1,3,3,4,3,116,7,9,1,1,9.57,Full Stack,No,2681050
71.4,73.8,645,Male,0,0.0,Computer Science,Mid IIT,0,1,1,3,2,3,1,99,4,7,2,1,4.25,Machine Learning,Yes,1883845
91.0,85.1,27211,Female,0,0.0,Computer Science,Top IIT,1,1,2,3,3,3,1,131,7,6,4,1,8.11,Other,Yes,4019332
69.4,66.0,14352,Female,2,0.9,Electrical,Mid IIT,2,4,1,3,3,3,1,52,7,9,2,1,6.6,Other,Yes,1591571
73.2,73.4,1240,Female,1,0.4,Mechanical,Top IIT,1,1,3,3,4,1,6,70,5,9,2,1,3.3,Full Stack,Yes,2882552
69.7,65.0,914,Female,1,0.2,Mechanical,Top IIT,4,3,2,4,4,3,1,115,10,13,1,2,7.54,Android Development,No,2800539
97.2,90.8,1195,Male,0,0.0,Civil,Top IIT,1,1,2,4,4,2,0,107,3,7,1,3,6.97,Full Stack,No,2284456
83.0,75.1,2220,Male,0,0.0,Mechanical,Top IIT,0,2,2,3,3,1,2,78,4,7,4,0,2.4,Android Development,Yes,2102934
84.6,86.4,13232,Female,2,1.1,Mechanical,Top IIT,1,3,2,5,3,4,4,80,2,10,3,1,8.14,Full Stack,No,2875452
86.7,80.0,3736,Male,1,0.8,Mechanical,Top IIT,2,1,1,4,3,4,1,79,4,3,0,2,5.41,Machine Learning,Yes,2343683
89.2,78.8,11747,Male,1,0.9,Mechanical,Mid IIT,0,1,1,4,3,4,0,60,5,11,3,1,5.75,Other,Yes,1299295
93.9,99.9,24649,Male,1,0.2,Computer Science,Top IIT,1,1,3,3,3,3,1,43,6,8,2,0,3.91,Android Development,No,4689924
92.6,91.0,604,Male,3,1.3,Computer Science,Top IIT,3,1,1,4,5,3,2,54,1,11,5,2,2.49,Other,No,5243718
82.2,92.7,10845,Male,1,0.2,Mechanical,Top IIT,1,2,2,3,5,2,1,78,4,8,1,1,1.96,Android Development,No,2548298
94.7,88.9,14874,Male,1,0.1,Computer Science,Top IIT,0,1,1,3,2,3,1,86,5,9,1,0,4.49,Other,Yes,3594846
97.1,98.0,15048,Male,3,0.8,Computer Science,Top IIT,1,3,3,4,4,3,3,83,4,7,3,0,3.07,Full Stack,Yes,5626409
93.0,100.0,25901,Male,1,0.9,Electrical,Top IIT,1,1,2,3,5,4,0,113,4,8,1,2,9.14,Other,Yes,3060567
83.0,89.5,2911,Male,2,1.4,Computer Science,Top IIT,2,2,1,3,4,4,2,96,6,9,3,0,6.89,Machine Learning,No,3733973
72.5,60.7,903,Female,2,1.2,Electrical,Top IIT,2,1,2,4,4,4,2,47,7,15,4,3,3.71,Full Stack,No,2762547
73.4,81.0,12355,Male,1,0.9,Civil,Top IIT,4,3,3,3,3,2,4,96,6,6,5,2,6.73,Machine Learning,No,2655969
87.9,90.9,320,Female,1,0.8,Electrical,Top IIT,2,4,0,3,3,1,1,79,4,9,2,2,8.79,Android Development,No,2752179
88.9,79.1,736,Female,1,0.6,Mechanical,Top IIT,1,1,3,3,2,1,1,144,3,13,3,1,4.22,Machine Learning,No,2885101
88.4,85.3,3934,Female,2,1.1,Computer Science,Top IIT,1,1,2,4,4,4,1,97,6,9,5,4,8.39,Android Development,No,4396914
76.3,67.5,1499,Male,0,0.0,Computer Science,Top IIT,0,1,0,4,5,4,0,96,2,10,1,3,8.46,Android Development,No,3377872
82.0,84.8,15257,Male,2,0.9,Electrical,Mid IIT,2,2,4,4,4,2,3,74,3,12,1,1,4.07,Android Development,Yes,1931714
78.6,79.8,2715,Male,0,0.0,Computer Science,Mid IIT,2,2,2,5,4,4,2,68,4,13,1,1,5.84,Full Stack,Yes,1760683
90.5,99.1,9040,Male,0,0.0,Computer Science,Mid IIT,0,1,1,3,3,3,3,56,7,8,4,1,6.92,Android Development,Yes,1844358
76.6,74.7,2903,Male,1,0.1,Electrical,Top IIT,1,1,2,3,4,4,2,120,4,13,4,1,4.59,Android Development,Yes,3332980
77.8,60.0,11947,Male,0,0.0,Mechanical,Top IIT,0,2,2,2,3,2,0,85,5,6,3,1,3.84,Full Stack,Yes,2409022
78.3,74.8,7112,Female,2,0.1,Electrical,Top IIT,1,3,2,5,2,2,3,98,5,14,4,3,5.43,Other,No,2938491
98.8,83.0,16145,Female,0,0.0,Electrical,Top IIT,1,2,1,4,2,2,3,129,5,9,4,0,9.07,Android Development,No,2386585
90.8,80.9,36958,Male,0,0.0,Civil,Mid IIT,2,1,3,4,3,5,0,86,4,10,1,1,8.56,Other,No,1141832
93.1,91.3,2056,Female,2,1.3,Electronics,Top IIT,2,3,3,5,3,4,2,155,3,10,4,1,6.96,Machine Learning,Yes,3961948
75.7,74.2,1040,Female,0,0.0,Mechanical,Top IIT,1,1,3,3,4,2,3,26,4,10,1,3,8.53,Machine Learning,No,2156881
85.9,87.1,2153,Female,1,0.9,Computer Science,Top IIT,1,2,2,3,3,2,1,107,5,5,3,1,4.52,Machine Learning,Yes,4468075
82.6,81.7,11556,Female,1,0.2,Computer Science,Top IIT,4,1,5,4,4,1,3,106,4,12,5,2,5.9,Full Stack,No,4883669
70.2,74.6,7398,Male,0,0.0,Electronics,Top IIT,2,1,1,2,4,2,1,52,10,11,2,3,5.0,Other,Yes,2964035
68.6,71.0,3085,Male,0,0.0,Electronics,Top IIT,0,1,0,4,5,3,4,105,3,13,0,3,4.27,Android Development,No,3338370
76.3,73.1,3377,Female,1,0.2,Computer Science,Top IIT,0,1,1,3,5,2,1,137,3,11,5,4,6.4,Android Development,Yes,4001202
75.7,69.8,48644,Female,2,1.9,Computer Science,Top IIT,1,1,1,4,3,1,5,129,7,8,3,0,1.88,Other,Yes,4832930
78.5,80.5,12232,Female,0,0.0,Electrical,Top IIT,2,1,1,4,3,3,0,33,4,10,2,2,2.85,Other,No,2536332
83.5,77.6,12277,Female,0,0.0,Electrical,Top IIT,0,4,2,3,2,1,2,74,7,7,1,0,2.21,Other,Yes,3364730
77.6,85.1,494,Male,2,0.3,Computer Science,Top IIT,3,1,4,4,4,3,3,69,5,9,3,1,1.64,Android Development,No,4476108
96.2,94.5,3776,Female,0,0.0,Computer Science,Mid IIT,2,1,3,4,4,2,0,91,6,11,1,0,7.98,Other,Yes,2275415
75.0,75.2,11240,Female,2,0.5,Computer Science,Top IIT,2,1,4,4,3,2,1,95,4,10,3,2,8.89,Other,Yes,4795192
64.9,68.6,5786,Female,0,0.0,Computer Science,Top IIT,0,1,1,3,4,1,1,69,8,9,0,0,5.92,Other,Yes,3998560
79.5,77.2,1674,Female,1,0.9,Civil,Top IIT,1,2,3,4,4,5,0,59,6,7,3,1,3.55,Android Development,No,2135603
73.7,63.6,66468,Female,0,0.0,Computer Science,Mid IIT,2,2,1,3,3,3,1,77,1,15,4,0,9.56,Full Stack,Yes,2295888
72.5,77.3,9637,Female,0,0.0,Computer Science,Top IIT,0,1,4,3,3,3,3,80,5,10,3,1,3.56,Android Development,No,4126784
66.2,76.9,692,Male,1,0.7,Computer Science,Top IIT,0,1,1,4,3,4,5,83,3,10,4,2,6.18,Android Development,No,5005803
81.1,73.0,6584,Male,1,0.2,Mechanical,Mid IIT,1,1,2,4,4,4,3,84,4,15,1,6,4.05,Android Development,No,1148170
86.9,88.1,192,Female,2,0.7,Mechanical,Top IIT,2,1,3,5,3,3,3,117,3,8,8,1,5.9,Other,Yes,2803122
89.4,87.9,8004,Male,2,1.3,Civil,Top IIT,3,2,4,4,3,2,3,90,5,14,4,1,4.0,Machine Learning,Yes,2739917
83.1,77.0,2667,Female,0,0.0,Civil,Top IIT,0,1,3,2,3,3,2,56,5,15,0,3,3.79,Machine Learning,No,2440763
82.1,82.8,1119,Female,1,0.1,Computer Science,Top IIT,2,1,2,4,4,4,0,110,2,11,1,5,1.76,Android Development,Yes,4043693
75.8,74.1,275,Male,1,0.6,Mechanical,Top IIT,4,1,3,3,3,3,1,99,5,13,2,0,6.35,Machine Learning,Yes,2391218
94.7,97.5,6862,Male,3,2.4,Mechanical,Top IIT,4,5,0,5,2,2,5,160,9,5,2,0,9.73,Android Development,No,3267123
95.9,86.9,34541,Female,1,0.6,Computer Science,Top IIT,2,2,2,3,3,3,4,104,5,8,2,0,1.9,Android Development,Yes,4632114
83.6,87.6,2237,Female,1,0.5,Computer Science,Top IIT,1,2,1,3,3,3,3,68,4,6,3,2,3.47,Other,No,4370687
79.0,65.3,2141,Male,2,1.3,Computer Science,Top IIT,4,3,0,3,2,2,1,73,4,4,3,0,7.62,Machine Learning,Yes,4456397
87.0,96.5,948,Male,0,0.0,Computer Science,Top IIT,1,1,1,4,4,4,4,123,4,4,3,3,2.77,Full Stack,Yes,4867865
85.1,85.3,20832,Male,1,1.0,Mechanical,Top IIT,2,1,4,4,4,3,2,83,3,10,1,3,6.54,Android Development,No,3198923
73.3,68.1,18271,Female,2,1.6,Civil,Top IIT,1,1,3,3,3,3,3,98,10,11,1,2,5.34,Android Development,Yes,2750470
92.6,95.8,39274,Male,0,0.0,Electrical,Top IIT,2,1,1,4,4,2,2,102,4,9,4,2,5.74,Full Stack,Yes,2736812
74.8,75.5,2185,Male,2,0.6,Electrical,Top IIT,1,2,2,4,2,1,2,58,1,15,2,0,3.31,Android Development,Yes,3840396
93.8,87.6,6385,Male,1,0.0,Computer Science,Top IIT,3,1,4,4,3,4,5,27,2,13,3,2,8.82,Full Stack,Yes,4860025
99.1,91.4,2807,Female,0,0.0,Electrical,Top IIT,0,3,3,3,2,2,1,133,5,12,2,4,4.43,Full Stack,Yes,2838437
83.1,83.6,932,Male,0,0.0,Mechanical,Top IIT,2,1,3,3,5,3,3,54,7,5,1,0,4.97,Android Development,Yes,3082662
70.5,60.0,2455,Male,0,0.0,Electrical,Top IIT,0,2,4,3,3,3,4,66,7,12,6,2,6.31,Full Stack,Yes,3574109
82.6,75.4,12743,Male,1,0.6,Computer Science,Top IIT,1,1,1,3,3,4,2,59,3,5,2,1,5.12,Android Development,Yes,3904441
87.4,88.0,7163,Female,0,0.0,Electronics,Top IIT,0,1,3,3,4,3,0,81,8,11,4,0,5.77,Android Development,No,3992282
81.7,85.6,5904,Male,1,0.2,Mechanical,Top IIT,4,1,0,2,2,3,1,96,4,8,1,2,4.7,Full Stack,Yes,2512669
87.0,77.8,3695,Male,0,0.0,Mechanical,Top IIT,1,1,1,3,3,2,0,67,4,7,2,4,5.15,Machine Learning,No,2506705
89.0,86.6,4368,Male,2,1.5,Electronics,Top IIT,1,1,1,4,4,5,1,102,8,6,2,4,4.56,Full Stack,Yes,3974805
86.2,80.2,1590,Female,3,0.5,Computer Science,Mid IIT,1,1,1,4,4,1,3,69,2,10,3,2,3.16,Machine Learning,No,2452323
91.8,82.1,48547,Male,2,1.7,Computer Science,Mid IIT,1,4,2,3,3,2,2,78,4,7,6,1,5.16,Android Development,No,2456748
87.3,89.4,34726,Male,0,0.0,Computer Science,Top IIT,1,1,2,3,4,2,1,73,4,9,2,3,9.93,Android Development,Yes,4187223
73.2,76.4,12973,Male,1,0.8,Mechanical,Top IIT,3,3,2,2,3,2,2,122,3,8,2,1,2.28,Android Development,No,2721639
92.7,84.2,1671,Male,0,0.0,Computer Science,Top IIT,0,1,2,4,4,5,3,60,8,8,1,2,5.01,Other,Yes,4441011
69.9,74.8,2626,Female,0,0.0,Mechanical,Top IIT,1,1,2,4,4,4,0,75,6,12,1,0,8.54,Android Development,No,2186118
65.9,60.0,10270,Female,1,0.5,Computer Science,Top IIT,3,2,3,3,4,3,1,52,4,12,1,2,5.43,Other,Yes,4649082
88.8,88.4,369,Female,1,0.7,Electronics,Top IIT,2,1,0,3,3,1,0,69,4,8,2,0,4.5,Android Development,Yes,3331166
88.8,88.8,8403,Female,1,0.5,Electrical,Top IIT,2,2,2,3,5,3,1,71,11,4,10,3,4.74,Other,No,3319753
77.3,71.8,7856,Male,2,0.3,Computer Science,Top IIT,1,1,1,3,3,4,2,115,4,13,3,4,5.91,Other,No,5515485
88.4,70.1,3831,Male,1,0.7,Electrical,Top IIT,5,2,2,3,3,3,1,118,5,13,2,0,6.3,Machine Learning,Yes,3254664
74.1,72.7,654,Male,0,0.0,Computer Science,Top IIT,0,1,3,3,4,3,2,82,5,8,4,1,3.25,Other,Yes,4222547
72.8,60.0,57957,Female,1,0.9,Electrical,Top IIT,0,1,1,4,4,3,1,92,1,9,2,0,5.59,Android Development,No,2900155
91.0,86.6,4517,Female,1,1.0,Computer Science,Top IIT,1,3,2,2,4,2,1,88,7,10,4,1,9.25,Other,No,4523964
61.7,60.0,7523,Male,2,0.3,Electrical,Top IIT,1,2,2,3,2,3,1,75,4,10,4,4,5.68,Full Stack,Yes,3393275
92.8,92.9,1060,Female,1,0.1,Computer Science,Top IIT,2,3,1,2,5,4,6,97,8,12,1,0,3.89,Machine Learning,Yes,4355673
72.3,66.1,9305,Male,1,0.6,Civil,Top IIT,2,1,3,3,4,1,4,104,12,17,0,2,3.7,Other,Yes,2619341
95.3,85.3,5492,Female,1,0.1,Mechanical,Mid IIT,0,1,1,4,4,3,1,48,5,9,5,1,4.93,Android Development,Yes,1206677
88.5,87.7,6147,Male,1,0.4,Electrical,Top IIT,2,1,2,3,3,2,0,73,8,11,3,2,9.52,Other,No,2765609
63.9,66.8,3055,Female,1,0.8,Mechanical,Top IIT,2,2,3,4,4,3,0,139,5,11,6,1,8.55,Android Development,No,3028273
82.7,71.9,3971,Male,1,0.4,Electronics,Top IIT,2,2,2,5,3,5,3,60,7,9,7,1,2.08,Full Stack,No,3424978
82.1,86.5,2940,Male,0,0.0,Computer Science,Top IIT,1,1,2,2,4,3,2,72,4,13,0,1,5.15,Android Development,No,4444049
79.5,81.1,902,Male,2,1.3,Computer Science,Top IIT,2,1,1,4,5,3,1,52,4,8,3,1,6.24,Android Development,Yes,4334531
70.8,69.0,6926,Male,0,0.0,Computer Science,Top IIT,1,1,3,3,5,2,2,116,3,11,4,4,2.61,Other,No,4329643
95.0,97.4,1592,Female,0,0.0,Electrical,Top IIT,1,1,2,3,3,4,2,76,4,9,3,2,3.71,Other,No,2967744
73.3,63.4,4687,Male,0,0.0,Mechanical,Top IIT,0,1,2,4,5,3,0,78,0,3,5,0,4.35,Other,No,2246929
98.2,89.5,16063,Female,0,0.0,Mechanical,Top IIT,1,1,1,2,4,3,2,93,8,7,1,1,5.38,Android Development,No,2066476
82.4,76.3,7942,Male,1,0.5,Mechanical,Top IIT,0,2,3,4,4,3,3,79,9,11,0,2,6.1,Machine Learning,No,2704775
86.3,90.4,2591,Male,0,0.0,Electrical,Top IIT,2,1,0,2,3,3,1,125,4,12,2,0,7.35,Android Development,No,2204424
75.4,64.8,4862,Female,2,0.5,Electronics,Top IIT,2,3,1,3,3,2,3,109,6,8,1,2,3.63,Other,No,4045835
80.7,85.4,3292,Male,0,0.0,Computer Science,Top IIT,0,2,1,5,5,3,2,82,6,7,2,1,7.58,Android Development,Yes,3723285
84.7,76.4,20625,Male,2,0.9,Civil,Mid IIT,2,3,2,4,3,3,2,124,2,9,4,0,4.74,Full Stack,No,1274755
81.5,85.0,2235,Female,2,2.0,Computer Science,Top IIT,6,3,3,4,4,1,2,152,5,14,2,0,8.2,Other,No,4532757
85.8,76.6,2479,Female,1,0.5,Mechanical,Top IIT,0,1,1,2,4,2,6,73,5,14,5,0,3.16,Android Development,No,2200643
81.3,62.1,4379,Female,0,0.0,Mechanical,Top IIT,0,2,4,3,5,1,2,62,9,15,4,1,4.7,Other,Yes,2342825
87.2,87.3,3449,Male,1,0.6,Computer Science,Top IIT,2,3,1,4,5,3,0,59,5,10,3,1,3.66,Android Development,Yes,4280346
83.8,77.6,9578,Female,0,0.0,Electronics,Top IIT,0,1,2,4,3,2,1,48,2,6,5,0,7.26,Machine Learning,No,3480762
77.7,76.9,2983,Male,0,0.0,Civil,Top IIT,2,1,1,2,3,5,2,27,5,5,3,2,6.11,Machine Learning,No,1948462
88.4,84.0,6241,Female,0,0.0,Electronics,Top IIT,0,2,0,3,4,2,2,40,6,7,4,2,6.8,Other,Yes,2624379
62.1,70.3,4929,Male,1,0.5,Electrical,Top IIT,1,1,3,2,4,5,4,58,5,12,4,1,3.67,Full Stack,No,3798952
92.7,84.7,29120,Female,2,1.4,Computer Science,Top IIT,0,1,4,3,4,2,1,78,3,13,3,1,7.03,Android Development,Yes,5355915
92.9,95.4,2007,Female,0,0.0,Mechanical,Top IIT,0,1,3,4,4,3,4,21,4,12,5,3,6.03,Android Development,No,2463571
63.9,68.0,4197,Female,1,0.5,Computer Science,Top IIT,4,1,1,3,3,3,1,119,7,12,1,2,5.61,Other,No,4570961
94.1,89.0,1906,Female,1,0.0,Electrical,Top IIT,0,2,2,2,4,2,3,95,7,8,0,1,6.66,Machine Learning,Yes,2886925
82.2,75.0,1824,Male,1,0.6,Mechanical,Top IIT,0,2,6,3,3,2,1,124,3,12,4,0,8.87,Machine Learning,No,2965161
95.0,84.9,8197,Female,0,0.0,Electronics,Top IIT,1,2,2,4,4,4,2,48,4,12,3,0,2.01,Full Stack,Yes,2958607
77.0,75.8,6531,Male,1,0.7,Computer Science,Top IIT,1,1,3,4,4,3,3,92,5,13,5,2,5.68,Android Development,No,4584490
71.1,61.7,17606,Male,1,0.0,Electrical,Top IIT,1,1,4,4,4,3,3,120,7,13,2,1,3.6,Other,No,3297707
80.9,87.6,2239,Male,1,0.4,Computer Science,Top IIT,2,1,4,3,5,4,2,68,5,11,3,0,9.02,Machine Learning,No,4669433
79.1,69.2,1067,Male,0,0.0,Computer Science,Top IIT,2,1,6,4,4,2,0,54,9,9,4,0,3.6,Machine Learning,No,5623319
97.6,86.5,5652,Female,0,0.0,Computer Science,Top IIT,0,1,0,3,4,3,3,111,6,7,3,0,4.96,Full Stack,Yes,3898802
79.7,76.8,37599,Male,0,0.0,Computer Science,Top IIT,1,1,2,4,2,4,5,122,7,11,4,1,3.11,Android Development,Yes,4365762
82.0,75.0,9110,Male,0,0.0,Electronics,Top IIT,0,1,1,3,4,5,0,114,5,8,2,1,4.8,Other,Yes,3139224
82.1,90.2,6454,Male,1,0.6,Computer Science,Top IIT,0,2,0,3,4,3,1,89,4,8,6,1,1.7,Android Development,Yes,4342658
77.1,76.2,5101,Female,1,1.0,Civil,Mid IIT,1,1,3,3,4,3,1,89,9,14,3,2,7.07,Full Stack,No,1364191
84.0,85.2,608,Male,3,1.0,Computer Science,Mid IIT,4,1,0,4,3,4,2,71,3,12,1,3,7.18,Full Stack,No,2715407
98.1,94.6,5047,Male,1,0.3,Computer Science,Top IIT,1,2,1,2,4,3,2,126,2,14,0,1,4.22,Full Stack,No,5356670
72.1,67.6,4192,Female,0,0.0,Civil,Top IIT,3,1,1,3,5,4,0,57,6,9,2,2,5.91,Machine Learning,No,1929340
79.6,82.7,545,Male,1,0.4,Computer Science,Top IIT,2,1,4,4,3,3,4,93,7,6,5,3,4.41,Android Development,No,5315675
67.5,62.8,72138,Male,0,0.0,Mechanical,Mid IIT,1,1,1,3,4,3,1,72,4,8,2,2,3.27,Android Development,Yes,1376557
71.6,61.4,10516,Female,1,0.9,Mechanical,Top IIT,3,1,2,5,4,2,2,81,6,7,2,0,8.47,Machine Learning,No,2470742
